# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Aug 17 16:27:30 2015
#
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_jmag:       J-band [mag]
#
rowid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_teq,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_jmag
1815,K01306.02,Kepler-286 c,CONFIRMED,3.468082390000,0.141500,2.36600,262.5000,1186.0,5970.00,4.521,0.9080,15.587,14.388
1816,K01306.03,Kepler-286 d,CONFIRMED,5.914287670000,0.321400,2.67800,259.5000,992.0,5970.00,4.521,0.9080,15.587,14.388
1817,K01306.04,Kepler-286 e,CONFIRMED,29.221510100000,0.200000,3.83300,388.3000,582.0,5970.00,4.521,0.9080,15.587,14.388
1818,K01307.01,Kepler-287 c,CONFIRMED,44.852107100000,0.911200,3.83000,822.1000,522.0,5800.00,4.404,1.0120,14.775,13.542
1819,K01307.02,Kepler-287 b,CONFIRMED,20.342342370000,0.340600,2.23050,556.6000,680.0,5800.00,4.404,1.0120,14.775,13.542
1820,K01308.01,,CANDIDATE,23.584476970000,0.634200,5.46400,445.0000,635.0,5973.00,4.496,0.9370,13.971,12.852
1821,K01309.01,,CANDIDATE,10.117165310000,0.898400,4.93900,304.7000,1228.0,7138.00,4.197,1.5540,13.832,13.006
1822,K01310.01,,CANDIDATE,19.129473370000,0.539600,3.75700,515.5000,698.0,6061.00,4.486,0.9700,14.569,13.498
1823,K01310.02,,CANDIDATE,144.678395000000,0.131500,8.53900,547.4000,355.0,6061.00,4.486,0.9700,14.569,13.498
1824,K01311.01,,CANDIDATE,83.578325900000,0.728700,7.25500,627.4000,520.0,6190.00,4.185,1.4010,13.498,12.429
1825,K01312.01,,CANDIDATE,6.146985100000,0.771500,3.39200,250.2000,1093.0,6341.00,4.446,1.0330,14.706,13.713
1826,K01312.02,,FALSE POSITIVE,31.246110880000,,4.76000,,,,,,14.706,13.713
1827,K01313.01,,FALSE POSITIVE,0.522458180000,0.065000,0.75310,154.2000,2318.0,5993.00,4.452,0.9610,13.343,12.229
1828,K01314.01,,CANDIDATE,8.575035520000,0.021800,8.54500,165.0000,1394.0,5048.00,3.465,3.5490,13.242,11.794
1829,K01315.01,,CANDIDATE,6.846389080000,0.134900,3.35620,159.2000,1001.0,6029.00,4.457,1.0490,13.137,12.130
1830,K01316.01,,CANDIDATE,7.649723030000,0.899500,6.57600,54.2000,1258.0,5720.00,3.915,2.0240,11.926,10.894
1831,K01316.02,,CANDIDATE,12.376793120000,,3.85000,,,,,,11.926,10.894
1832,K01317.01,,FALSE POSITIVE,2.171827649000,3.491900,3.16087,46938.6000,1311.0,5650.00,4.513,0.8910,15.580,14.212
1833,K01318.01,,CANDIDATE,1.634614126000,0.893600,2.67700,23938.1000,1620.0,6124.00,4.460,0.9780,15.310,14.118
1834,K01319.01,,FALSE POSITIVE,16.025519660000,0.725000,3.94000,18507.0000,660.0,5767.00,4.570,0.7990,15.484,14.185
1835,K01319.02,,FALSE POSITIVE,142.685885000000,0.108600,3.79200,1195.0000,319.0,5767.00,4.570,0.7990,15.484,14.185
1836,K01320.01,,CANDIDATE,10.506825646000,0.030700,3.74320,15267.2000,669.0,5122.00,4.583,0.7840,15.950,14.426
1837,K01321.01,,CANDIDATE,0.711966924000,1.161700,2.04467,7053.3000,1857.0,5486.00,4.470,0.8300,15.469,14.085
1838,K01322.01,,FALSE POSITIVE,17.727216832000,0.795100,3.97820,19561.0000,743.0,6191.00,4.462,1.0100,15.073,13.907
1839,K01323.01,,CANDIDATE,3.990106229000,0.569300,2.42690,7174.9000,1125.0,5926.00,4.519,0.9130,15.572,14.386
1840,K01324.01,,FALSE POSITIVE,0.522058820000,1.229700,2.09980,1670.9000,2022.0,5359.00,4.478,0.8780,15.636,14.214
1841,K01325.01,,CANDIDATE,10.035385814000,0.021700,3.41850,3096.0000,793.0,5835.00,4.554,0.8470,15.062,13.882
1842,K01326.01,,CANDIDATE,53.100947891000,0.945400,2.27432,20257.8000,407.0,5378.00,4.576,0.7400,12.907,11.560
1843,K01327.01,,FALSE POSITIVE,15.640464800000,0.968300,6.10200,1369.8000,640.0,5346.00,4.491,0.8260,15.908,14.542
1844,K01328.01,,CANDIDATE,80.966956800000,0.028000,2.54760,5405.0000,364.0,5610.00,4.610,0.7370,15.671,14.341
1845,K01329.01,,CANDIDATE,33.199564800000,0.067600,5.01350,1178.9000,468.0,5307.00,4.594,0.7600,15.030,13.688
1846,K01330.01,,FALSE POSITIVE,8.653064140000,0.099700,3.23590,974.6000,633.0,4641.00,4.589,0.6940,15.703,13.907
1847,K01330.02,,FALSE POSITIVE,94.222959000000,0.870300,27.54000,1132.3000,285.0,4641.00,4.589,0.6940,15.703,13.907
1848,K01331.01,,CANDIDATE,6.800839770000,0.036800,2.04360,748.0000,709.0,4812.00,4.607,0.7130,15.238,13.697
1849,K01332.01,Kepler-288 c,CONFIRMED,19.305771590000,0.128700,4.27520,804.8000,728.0,5918.00,4.349,1.0680,15.151,14.000
1850,K01332.02,Kepler-288 b,CONFIRMED,6.097506070000,0.176800,3.21600,236.5000,1068.0,5918.00,4.349,1.0680,15.151,14.000
1851,K01332.03,Kepler-288 d,CONFIRMED,56.638879100000,0.958500,8.04300,685.0000,508.0,5918.00,4.349,1.0680,15.151,14.000
1852,K01333.01,,FALSE POSITIVE,2.243024639000,1.221500,3.92780,402.5000,1171.0,5465.00,4.608,0.7360,13.980,12.683
1853,K01334.01,,FALSE POSITIVE,8.653105290000,1.670200,4.22800,642.4000,772.0,5421.00,4.564,0.8520,15.454,14.071
1854,K01334.02,,FALSE POSITIVE,188.456071000000,0.120300,24.10300,567.4000,277.0,5421.00,4.564,0.8520,15.454,14.071
1855,K01335.01,,CANDIDATE,127.833809800000,0.450000,10.87730,1918.5000,498.0,6205.00,4.017,1.6890,13.968,12.841
1856,K01336.01,Kepler-58 b,CONFIRMED,10.218660160000,0.951600,4.53400,509.5000,920.0,6100.00,4.376,1.0830,14.820,13.643
1857,K01336.02,Kepler-58 c,CONFIRMED,15.573635510000,0.919300,4.82400,500.1000,799.0,6100.00,4.376,1.0830,14.820,13.643
1858,K01336.03,Kepler-58 d,CONFIRMED,40.101427200000,0.933700,5.73200,617.2000,583.0,6100.00,4.376,1.0830,14.820,13.643
1859,K01336.04,,CANDIDATE,4.458157160000,0.542400,2.94200,200.5000,1213.0,6100.00,4.376,1.0830,14.820,13.643
1860,K01337.01,,CANDIDATE,1.922798730000,0.133200,1.91910,270.6000,1194.0,5155.00,4.563,0.7780,14.829,13.435
1861,K01338.01,,CANDIDATE,3.222969273000,0.034700,2.85750,252.8000,1240.0,5823.00,4.427,0.9600,14.609,13.391
1862,K01338.02,,FALSE POSITIVE,42.036634000000,0.504000,6.34900,326.8000,526.0,5823.00,4.427,0.9600,14.609,13.391
1863,K01338.03,,FALSE POSITIVE,21.011166400000,0.514800,4.21500,158.6000,663.0,5823.00,4.427,0.9600,14.609,13.391
1864,K01339.01,,CANDIDATE,4.168090820000,0.097100,2.72300,280.1000,1204.0,5739.00,4.332,1.1830,14.801,13.619
1865,K01340.01,,FALSE POSITIVE,2.900601747000,0.987900,3.53600,264.5000,1663.0,6562.00,4.227,1.4000,13.887,12.882
1866,K01341.01,,CANDIDATE,4.514366330000,0.169300,2.95600,242.8000,1266.0,6235.00,4.354,1.2040,14.946,13.792
1867,K01342.01,,CANDIDATE,3.773600590000,0.057300,2.68540,190.5000,1270.0,6224.00,4.404,0.9690,14.207,13.069
1868,K01342.02,,CANDIDATE,8.181824600000,0.085000,2.45960,306.1000,981.0,6224.00,4.404,0.9690,14.207,13.069
1869,K01343.01,,FALSE POSITIVE,1.544927303000,0.664000,1.01130,129.0000,1822.0,6309.00,4.340,1.1320,13.643,12.639
1870,K01344.01,,CANDIDATE,4.487589070000,0.014200,2.83080,120.6000,1043.0,5977.00,4.578,0.8010,13.446,12.373
1871,K01345.01,,FALSE POSITIVE,0.323021692000,1.108300,2.34420,47100.0000,2545.0,5458.00,4.381,0.9720,11.234,10.297
1872,K01346.01,,FALSE POSITIVE,4.708128129000,0.860700,2.96779,55712.3000,1045.0,5868.00,4.530,0.8940,13.279,12.129
1873,K01347.01,,FALSE POSITIVE,14.405856729000,0.013100,5.50852,31807.1000,888.0,5945.00,4.196,1.3460,14.808,13.359
1874,K01347.02,,FALSE POSITIVE,0.858303416000,0.700000,1.49200,53.2000,2274.0,5945.00,4.196,1.3460,14.808,13.359
1875,K01348.01,,FALSE POSITIVE,7.702374603000,4.085700,3.84510,19576.8000,827.0,5601.00,4.560,0.8300,15.144,13.845
1876,K01349.01,,FALSE POSITIVE,16.662166982000,34.597000,3.85489,27862.1000,842.0,6459.00,4.371,1.1890,13.344,12.347
1877,K01350.01,,FALSE POSITIVE,0.752159686000,1.273200,2.36986,5704.6000,2222.0,5916.00,4.296,1.1750,11.884,11.709
1878,K01351.01,,CANDIDATE,10.724018800000,1.387300,3.83280,14602.0000,783.0,5582.00,4.445,0.9050,15.613,14.231
1879,K01352.01,,FALSE POSITIVE,4.818871929000,0.845900,5.99700,2085.1000,805.0,5031.00,4.655,0.6520,15.932,14.372
1880,K01353.01,Kepler-289 c,CONFIRMED,125.865433890000,0.224300,9.00650,12714.9000,487.0,6279.00,4.095,1.5980,13.956,12.861
1881,K01353.02,Kepler-289 b,CONFIRMED,34.543846400000,0.173600,3.32400,449.4000,750.0,6279.00,4.095,1.5980,13.956,12.861
1882,K01354.01,,FALSE POSITIVE,1.752566512000,1.312100,5.51750,1124.5000,1502.0,5739.00,4.433,0.9960,14.449,13.238
1883,K01355.01,,CANDIDATE,51.929275910000,0.165600,5.30830,3851.8000,449.0,5735.00,4.559,0.8330,15.897,14.668
1884,K01356.01,,CANDIDATE,384.025706820000,,14.56000,,,,,,15.206,13.960
1885,K01357.01,,CANDIDATE,3.014331377000,0.311600,2.48640,1096.6000,1124.0,5209.00,4.446,0.9530,15.673,14.163
1886,K01358.01,,CANDIDATE,5.644915227000,0.670900,2.31680,1467.9000,749.0,4750.00,4.603,0.7290,15.505,13.842
1887,K01358.02,,CANDIDATE,8.742871330000,0.192300,2.57720,799.8000,647.0,4750.00,4.603,0.7290,15.505,13.842
1888,K01358.03,,CANDIDATE,3.648296420000,0.567000,2.03910,386.9000,866.0,4750.00,4.603,0.7290,15.505,13.842
1889,K01358.04,,CANDIDATE,2.345858578000,0.012300,1.77960,324.7000,1003.0,4750.00,4.603,0.7290,15.505,13.842
1890,K01359.01,,CANDIDATE,37.101107000000,0.625600,5.63050,1472.0000,532.0,5986.00,4.527,0.8500,15.229,14.013
1891,K01359.02,,CANDIDATE,104.820603900000,0.915200,4.46970,4227.0000,376.0,5986.00,4.527,0.8500,15.229,14.013
1892,K01360.01,Kepler-290 c,CONFIRMED,36.770473100000,0.865800,4.79300,1491.4000,438.0,5153.00,4.602,0.7590,15.596,14.054
1893,K01360.02,Kepler-290 b,CONFIRMED,14.589324620000,0.100200,2.40000,865.0000,596.0,5153.00,4.602,0.7590,15.596,14.054
1894,K01360.03,,CANDIDATE,0.764020072000,0.263700,1.13400,140.2000,1596.0,5153.00,4.602,0.7590,15.596,14.054
1895,K01361.01,Kepler-61 b,CONFIRMED,59.877824000000,0.187300,4.75390,1384.8000,272.0,4014.00,4.663,0.5960,14.995,13.078
1896,K01362.01,,CANDIDATE,20.513544900000,0.604700,3.43360,1208.3000,536.0,5305.00,4.622,0.6950,15.406,13.962
1897,K01363.01,Kepler-291 b,CONFIRMED,3.546534140000,0.160900,2.29370,484.0000,1212.0,5993.00,4.489,0.9860,15.934,14.688
1898,K01363.02,Kepler-291 c,CONFIRMED,5.700711530000,0.022400,1.64100,384.1000,1034.0,5993.00,4.489,0.9860,15.934,14.688
1899,K01364.01,Kepler-292 f,CONFIRMED,20.834294700000,0.605500,4.40000,957.5000,613.0,5513.00,4.479,0.9150,15.956,14.537
1900,K01364.02,Kepler-292 d,CONFIRMED,7.055667100000,0.035500,3.15360,814.9000,879.0,5513.00,4.479,0.9150,15.956,14.537
1901,K01364.03,Kepler-292 e,CONFIRMED,11.978822000000,0.793200,3.93700,795.2000,737.0,5513.00,4.479,0.9150,15.956,14.537
1902,K01364.04,Kepler-292 c,CONFIRMED,3.715453910000,0.214300,2.52400,390.5000,1088.0,5513.00,4.479,0.9150,15.956,14.537
1903,K01364.05,Kepler-292 b,CONFIRMED,2.580821490000,0.507700,2.11200,311.4000,1229.0,5513.00,4.479,0.9150,15.956,14.537
1904,K01365.01,,FALSE POSITIVE,1.487083805000,0.194000,1.23290,343.5000,1461.0,5650.00,4.551,0.8760,15.520,14.310
1905,K01366.01,Kepler-293 b,CONFIRMED,19.254053060000,0.124000,4.57250,1031.0000,657.0,5798.00,4.507,0.9410,15.368,14.098
1906,K01366.02,Kepler-293 c,CONFIRMED,54.156107800000,0.896600,4.31700,1155.3000,466.0,5798.00,4.507,0.9410,15.368,14.098
1907,K01367.01,,CANDIDATE,0.567857136000,0.456300,0.98690,359.8000,1714.0,5076.00,4.611,0.7270,15.055,13.586
1908,K01368.01,,FALSE POSITIVE,251.060059600000,1.345700,5.07830,7672.9000,295.0,5713.00,4.364,1.0190,14.695,13.442
1909,K01369.01,,CANDIDATE,3.016183190000,0.419600,2.78700,270.3000,1305.0,6043.00,4.465,0.9990,14.878,13.723
1910,K01370.01,,CANDIDATE,6.883375620000,0.150800,2.24420,487.1000,863.0,5693.00,4.574,0.8020,14.931,13.699
1911,K01371.01,,FALSE POSITIVE,0.833979462000,1.313400,2.55800,417.4000,1815.0,5747.00,4.530,0.8710,14.657,13.372
1912,K01372.01,,FALSE POSITIVE,69.627542020000,,11.07000,,,,,,15.384,14.124
1913,K01373.01,,FALSE POSITIVE,1.926357701000,0.732700,2.52440,177.3000,1484.0,6063.00,4.481,0.8990,14.618,13.495
1914,K01374.01,,FALSE POSITIVE,0.890737726000,0.412900,1.26750,228.2000,2022.0,5687.00,4.293,1.1690,14.624,13.384
1915,K01375.01,,CANDIDATE,321.212507300000,0.857700,3.96100,2407.2000,268.0,5982.00,4.468,0.9010,13.709,12.495
1916,K01376.01,,FALSE POSITIVE,7.138936590000,1.172100,4.43500,320.1000,1622.0,7131.00,3.913,2.1450,13.997,13.270
1917,K01377.01,,CANDIDATE,11.296951370000,0.696000,4.58300,218.9000,884.0,6241.00,4.416,0.9980,14.788,13.662
1918,K01378.01,,CANDIDATE,19.300963210000,0.119200,5.90250,225.5000,1006.0,5754.00,3.785,2.4070,13.601,12.144
1919,K01378.02,,FALSE POSITIVE,0.691664753000,0.695100,1.98800,35.2000,3047.0,5754.00,3.785,2.4070,13.601,12.144
1920,K01379.01,,CANDIDATE,5.621539410000,0.081200,2.36380,173.1000,980.0,5628.00,4.446,0.9110,13.687,12.539
1921,K01380.01,,FALSE POSITIVE,1.074106784000,0.147500,1.80570,67.9000,1307.0,4802.00,4.592,0.6820,11.748,10.212
1922,K01381.01,,FALSE POSITIVE,5.117400518000,0.667400,4.30231,67869.3000,1124.0,6140.00,4.455,1.0480,15.764,14.636
1923,K01382.01,,FALSE POSITIVE,4.202336194000,0.025900,3.73646,51970.8000,1247.0,6185.00,4.396,1.0940,15.653,14.462
1924,K01383.01,,FALSE POSITIVE,3.221785082000,0.768800,3.32431,48196.4000,1356.0,6250.00,4.411,1.0410,14.601,13.498
1925,K01384.01,,FALSE POSITIVE,0.624387437000,1.140800,1.94400,39637.4000,1636.0,5211.00,4.644,0.6180,15.487,14.027
1926,K01385.01,,CANDIDATE,18.610092049000,1.289900,4.98267,56955.0000,686.0,6077.00,4.526,0.8910,15.840,14.660
1927,K01386.01,,CANDIDATE,1.137525060000,1.232800,2.68813,19178.0000,1746.0,5912.00,4.467,0.9370,15.452,14.188
1928,K01387.01,,CANDIDATE,23.799941396000,1.432100,5.01331,62463.0000,637.0,5934.00,4.473,0.9570,14.669,13.552
1929,K01388.01,,FALSE POSITIVE,34.064567680000,0.501200,9.61750,30231.2000,570.0,6161.00,4.517,0.8920,15.443,14.304
1930,K01389.01,,FALSE POSITIVE,4.350087629000,0.943800,2.62672,24626.5000,1136.0,6060.00,4.495,0.9530,14.855,13.691
1931,K01390.01,,FALSE POSITIVE,1.744100810000,0.679500,1.58690,10566.2000,1016.0,4368.00,4.593,0.7030,15.702,13.747
1932,K01391.01,,CANDIDATE,7.981186943000,17.173000,1.80163,8100.7000,966.0,6217.00,4.472,0.9890,14.360,13.315
1933,K01392.01,,FALSE POSITIVE,4.118770633000,0.726700,3.71520,2779.9000,1067.0,5931.00,4.576,0.8030,15.797,14.567
1934,K01393.01,,CANDIDATE,1.694740676000,0.785500,1.82840,1593.4000,843.0,3872.00,4.693,0.5630,15.804,13.623
1935,K01394.01,,FALSE POSITIVE,5.663613527000,0.756700,1.51600,1260.0000,777.0,4921.00,4.594,0.7270,15.444,13.914
1936,K01395.01,,CANDIDATE,6.230330323000,0.267700,1.56150,2291.2000,875.0,5477.00,4.557,0.8650,15.977,14.654
1937,K01396.01,Kepler-294 c,CONFIRMED,6.626436260000,0.318100,3.20700,875.1000,957.0,5910.00,4.505,0.9400,15.843,14.568
1938,K01396.02,Kepler-294 b,CONFIRMED,3.701204820000,0.104700,2.46290,363.7000,1162.0,5910.00,4.505,0.9400,15.843,14.568
1939,K01397.01,,CANDIDATE,6.247032753000,0.624600,1.53200,1693.4000,551.0,3957.00,4.710,0.5420,15.369,13.250
1940,K01398.01,,CANDIDATE,5.823492370000,0.269800,2.10490,976.1000,955.0,5774.00,4.526,0.8640,15.898,14.561
1941,K01399.01,,CANDIDATE,8.750611750000,0.706700,2.91920,1001.3000,681.0,4939.00,4.600,0.7800,15.920,14.339
1942,K01400.01,,FALSE POSITIVE,9.414751110000,1.525000,4.62500,876.7000,974.0,6401.00,4.411,1.0550,13.660,12.672
1943,K01401.01,,FALSE POSITIVE,0.566690060000,0.710200,2.16740,104.6000,2955.0,6899.00,4.273,1.3860,13.440,12.527
1944,K01402.01,,CANDIDATE,7.139694100000,0.046700,3.92900,552.7000,965.0,6014.00,4.486,0.9930,15.906,14.682
1945,K01403.01,,CANDIDATE,18.754699800000,0.105700,3.06810,1094.2000,382.0,3977.00,4.721,0.5400,15.473,13.629
1946,K01404.01,,CANDIDATE,13.323883010000,0.304200,3.27680,892.5000,378.0,3750.00,4.813,0.4500,15.931,14.167
1947,K01404.02,,CANDIDATE,18.906224400000,0.516800,3.69300,414.4000,336.0,3750.00,4.813,0.4500,15.931,14.167
1948,K01405.01,,CANDIDATE,11.419093750000,0.456800,4.38200,594.2000,918.0,6299.00,4.401,1.1670,15.965,14.858
1949,K01406.01,,CANDIDATE,11.361123270000,0.753900,4.20530,591.3000,871.0,6244.00,4.457,1.0170,14.630,13.539
1950,K01407.01,,FALSE POSITIVE,1.386635800000,0.378300,4.77000,70.1000,1503.0,5693.00,4.551,0.8560,15.755,14.461
1951,K01408.01,,CANDIDATE,14.534101940000,0.614300,3.25800,541.5000,428.0,4023.00,4.697,0.5700,14.688,12.663
1952,K01408.02,,FALSE POSITIVE,82.372084580000,,6.35000,,,,,,14.688,12.663
1953,K01409.01,,CANDIDATE,16.560595040000,0.902500,2.26110,711.2000,702.0,5818.00,4.436,0.8550,15.198,13.954
1954,K01410.01,,CANDIDATE,15.749579940000,0.625600,4.69420,709.4000,774.0,6178.00,4.457,1.0210,15.300,14.186
1955,K01411.01,,CANDIDATE,305.076342600000,0.706800,6.25100,4043.9000,279.0,5721.00,4.377,1.1200,13.377,12.088
1956,K01412.01,,CANDIDATE,37.814451400000,0.018600,8.57850,402.1000,614.0,6228.00,4.369,1.1380,13.601,12.554
1957,K01413.01,Kepler-295 b,CONFIRMED,12.645045100000,0.865000,8.78700,199.9000,741.0,5607.00,4.447,0.8860,14.447,13.145
1958,K01413.02,Kepler-295 c,CONFIRMED,21.526256900000,0.168000,8.27200,185.2000,620.0,5607.00,4.447,0.8860,14.447,13.145
1959,K01413.03,Kepler-295 d,CONFIRMED,33.884893430000,,6.51000,,,,,,14.447,13.145
1960,K01414.01,,FALSE POSITIVE,4.023791640000,0.607200,3.44800,31.8000,2504.0,7516.00,3.651,3.6850,10.083,9.593
1961,K01415.01,,FALSE POSITIVE,0.312941621000,1.178900,2.06460,35262.0000,3151.0,6286.00,4.312,1.1880,13.397,12.036
1962,K01416.01,,CANDIDATE,2.495779623000,0.000200,4.26239,26123.0000,1408.0,6039.00,4.426,0.9920,14.152,12.996
1963,K01417.01,,FALSE POSITIVE,8.428086045000,35.742900,1.87390,12623.7000,824.0,5758.00,4.558,0.8170,15.977,14.689
1964,K01418.01,,FALSE POSITIVE,8.344105541000,26.592200,1.80370,11059.0000,785.0,5447.00,4.559,0.8380,15.734,14.296
1965,K01419.01,,FALSE POSITIVE,1.336109106000,1.415800,1.75740,2381.2000,1731.0,6123.00,4.458,0.9690,15.507,14.340
1966,K01420.01,,CANDIDATE,13.351507330000,0.474800,3.58140,3525.5000,585.0,4843.00,4.562,0.7540,15.825,14.157
1967,K01421.01,,CANDIDATE,1693.663622500000,0.528300,22.60400,9515.3000,157.0,5923.00,4.445,1.0210,15.305,14.079
1968,K01422.01,Kepler-296 c,CONFIRMED,5.841641240000,0.652900,1.91910,1522.9000,440.0,3517.00,4.881,0.3700,15.921,13.391
1969,K01422.02,Kepler-296 d,CONFIRMED,19.850283930000,0.705900,2.92330,1742.8000,293.0,3517.00,4.881,0.3700,15.921,13.391
1970,K01422.03,Kepler-296 b,CONFIRMED,10.864431870000,1.847400,2.69600,956.8000,358.0,3517.00,4.881,0.3700,15.921,13.391
1971,K01422.04,Kepler-296 f,CONFIRMED,63.336660600000,0.322700,3.37000,1110.2000,199.0,3517.00,4.881,0.3700,15.921,13.391
1972,K01422.05,Kepler-296 e,CONFIRMED,34.141890000000,0.409300,3.01100,852.2000,244.0,3517.00,4.881,0.3700,15.921,13.391
1973,K01423.01,,CANDIDATE,124.419839800000,0.040000,3.66120,4303.0000,304.0,5446.00,4.616,0.7200,15.740,14.464
1974,K01424.01,,CANDIDATE,1.219568270000,0.166100,1.56720,516.9000,1264.0,4845.00,4.614,0.7140,15.127,13.538
1975,K01425.01,,CANDIDATE,2.053879821000,0.071100,2.18090,659.6000,1379.0,5868.00,4.530,0.8940,15.269,14.088
1976,K01426.01,Kepler-297 b,CONFIRMED,38.868404250000,0.032000,6.19180,1011.3000,579.0,6150.00,4.423,1.0400,14.232,13.122
1977,K01426.02,Kepler-297 c,CONFIRMED,74.927717520000,0.813300,4.79170,4232.4000,466.0,6150.00,4.423,1.0400,14.232,13.122
1978,K01426.03,,CANDIDATE,150.019060900000,1.008600,4.37120,4487.2000,369.0,6150.00,4.423,1.0400,14.232,13.122
1979,K01427.01,,CANDIDATE,2.613020856000,0.855100,1.93000,652.0000,704.0,3878.00,4.747,0.5100,15.840,13.804
1980,K01427.02,,CANDIDATE,4.884505840000,0.510000,1.78700,227.4000,622.2,4080.00,4.700,0.5580,15.840,13.804
1981,K01428.01,,CANDIDATE,0.927859821000,0.853400,1.43980,520.7000,1470.0,4911.00,4.529,0.7830,14.631,13.094
1982,K01429.01,,CANDIDATE,205.912082000000,0.695400,10.37300,2559.3000,297.0,5717.00,4.462,0.8970,15.531,14.328
1983,K01430.01,Kepler-298 b,CONFIRMED,10.475481920000,0.330300,2.29320,1208.1000,566.0,4549.00,4.634,0.6520,15.415,13.718
1984,K01430.02,Kepler-298 c,CONFIRMED,22.928844820000,0.806500,2.01000,936.7000,436.0,4549.00,4.634,0.6520,15.415,13.718
1985,K01430.03,Kepler-298 d,CONFIRMED,77.474072400000,0.706100,4.17600,1721.7000,291.0,4549.00,4.634,0.6520,15.415,13.718
1986,K01431.01,,CANDIDATE,345.159873800000,0.869300,7.52660,5074.4000,245.0,5628.00,4.503,0.9530,13.460,12.226
1987,K01432.01,Kepler-299 c,CONFIRMED,6.885955590000,0.645300,3.57500,423.3000,933.0,5896.00,4.518,0.9160,15.017,13.875
1988,K01432.02,Kepler-299 d,CONFIRMED,15.054868900000,0.761500,4.70000,301.9000,719.0,5896.00,4.518,0.9160,15.017,13.875
1989,K01432.03,Kepler-299 b,CONFIRMED,2.927215590000,0.364500,2.63100,173.2000,1241.0,5896.00,4.518,0.9160,15.017,13.875
1990,K01432.04,Kepler-299 e,CONFIRMED,38.285633800000,0.253100,6.41800,345.9000,527.0,5896.00,4.518,0.9160,15.017,13.875
1991,K01433.01,,CANDIDATE,19.807921850000,0.191300,3.52400,734.1000,628.0,5787.00,4.553,0.8510,15.650,14.423
1992,K01434.01,,CANDIDATE,2.343231895000,0.086600,2.03910,266.3000,1107.0,4876.00,4.486,0.8530,14.782,13.240
1993,K01435.01,Kepler-300 c,CONFIRMED,40.715110300000,0.488800,8.53790,567.2000,516.0,5968.00,4.534,0.8810,14.201,13.113
1994,K01435.02,Kepler-300 b,CONFIRMED,10.446366490000,0.849500,2.35030,350.1000,812.0,5968.00,4.534,0.8810,14.201,13.113
1995,K01436.01,Kepler-301 b,CONFIRMED,2.508554095000,0.028200,2.32740,231.4000,1278.0,5814.00,4.523,0.8810,14.271,13.146
1996,K01436.02,Kepler-301 d,CONFIRMED,13.751346420000,0.673700,3.95940,441.2000,725.0,5814.00,4.523,0.8810,14.271,13.146
1997,K01436.03,Kepler-301 c,CONFIRMED,5.419075590000,0.018300,2.27970,250.0000,989.0,5814.00,4.523,0.8810,14.271,13.146
1998,K01437.01,,CANDIDATE,7.017349940000,0.460600,3.53100,247.9000,984.0,6052.00,4.456,0.9670,15.280,14.110
1999,K01438.01,,CANDIDATE,6.911344160000,0.535700,5.65550,201.0000,978.0,5907.00,4.432,0.9900,14.056,12.840
2000,K01439.01,,CANDIDATE,394.624490400000,0.389200,23.99170,1882.6000,337.0,5858.00,3.953,1.8860,12.849,11.842
2001,K01440.01,,CANDIDATE,7.193038780000,0.006000,3.43500,276.9000,996.0,6185.00,4.472,0.9910,15.451,14.372
2002,K01441.01,,CANDIDATE,8.506996580000,0.803100,3.02600,308.7000,900.0,5822.00,4.428,0.9860,15.135,13.876
2003,K01442.01,Kepler-407 b,CONFIRMED,0.669309686000,0.160300,1.60150,132.4000,2079.0,5626.00,4.404,1.0670,12.521,11.332
2004,K01443.01,,FALSE POSITIVE,4.494499367000,1.859300,1.91150,249.5000,1587.0,5114.00,3.651,3.0060,12.786,11.240
2005,K01444.01,,CANDIDATE,44.930980400000,0.679400,6.49800,440.0000,628.0,6354.00,4.253,1.2500,13.949,12.852
2006,K01445.01,,CANDIDATE,7.168924630000,0.575700,4.59070,111.6000,1070.0,6343.00,4.411,1.1370,12.320,11.406
2007,K01445.02,,CANDIDATE,54.325574000000,0.154000,9.86000,44.2000,545.0,6343.00,4.411,1.1370,12.320,11.406
2008,K01445.03,,CANDIDATE,20.019595990000,,7.00000,,,,,,12.320,11.406
2009,K01446.01,,FALSE POSITIVE,1.227758835000,3.880800,2.70574,46947.3000,1857.0,6207.00,4.412,1.0440,13.184,12.180
2010,K01447.01,,CANDIDATE,40.246516070000,0.862900,6.22260,165089.0000,768.0,6594.00,4.051,1.6910,13.092,12.074
